0	0.707107	-0.707107	4.17121	-2.70711	4.97267
0.1	0.751135	-0.660149	4.47198	-2.12824	4.95258
0.2	0.745234	-0.666803	4.63752	-1.5888	4.90213
0.3	0.688417	-0.725316	4.67022	-1.10645	4.7995
0.4	0.573418	-0.819263	4.57141	-0.692573	4.62358
0.5	0.395232	-0.918581	4.3553	-0.354809	4.36973
0.6	0.162929	-0.986638	4.06281	-0.0973097	4.06398
0.7	-0.0946261	-0.995513	3.75914	0.0761487	3.75991
0.8	-0.337289	-0.941401	3.51015	0.152782	3.51347
0.9	-0.531714	-0.846924	3.35381	0.103183	3.3554
1	-0.663566	-0.748118	3.28586	-0.114041	3.28784
1.1	-0.735181	-0.677871	3.26234	-0.537003	3.30624
1.2	-0.75431	-0.656518	3.21092	-1.18277	3.42184
1.3	-0.724066	-0.68973	3.04437	-2.03096	3.65964
1.4	-0.639751	-0.768583	2.67456	-3.00808	4.02515
1.5	-0.493774	-0.86959	2.0308	-3.97226	4.46127
1.6	-0.286675	-0.958028	1.09583	-4.71152	4.83728
1.7	-0.0373148	-0.999304	-0.0401424	-4.9993	4.99946
1.8	0.21795	-0.97596	-1.17516	-4.72553	4.86946
1.9	0.440046	-0.897975	-2.10354	-3.98507	4.50618
2	0.604315	-0.796746	-2.73159	-3.00395	4.06021
2.1	0.705696	-0.708515	-3.07948	-2.00176	3.6729
2.2	0.750713	-0.660628	-3.22207	-1.12644	3.4133
2.3	0.745739	-0.666238	-3.24868	-0.454927	3.28037
2.4	0.689941	-0.723865	-3.24589	-0.0102614	3.24591
2.5	0.576118	-0.817366	-3.28647	0.222047	3.29397
2.6	0.399114	-0.916901	-3.41807	0.278538	3.4294
2.7	0.167646	-0.985847	-3.65211	0.201352	3.65766
2.8	-0.0897688	-0.995963	-3.95788	0.0227037	3.95795
2.9	-0.333046	-0.942911	-4.27119	-0.242205	4.27806
3	-0.528563	-0.848894	-4.52012	-0.589136	4.55835
3.1	-0.661602	-0.749855	-4.65287	-1.01408	4.76209
3.2	-0.734277	-0.67885	-4.64725	-1.50868	4.88601
3.3	-0.75434	-0.656484	-4.49984	-2.06048	4.94916
3.4	-0.725046	-0.6887	-4.21035	-2.65152	4.9757
3.5	-0.641823	-0.766853	-3.77407	-3.25463	4.98359
3.6	-0.497052	-0.867721	-3.18407	-3.83081	4.98131
3.7	-0.291009	-0.95672	-2.43919	-4.33093	4.97058
3.8	-0.0421707	-0.99911	-1.55274	-4.70292	4.95262
3.9	0.213339	-0.976978	-0.556985	-4.9021	4.93364
4	0.436326	-0.899789	0.498722	-4.8993	4.92462
4.1	0.601769	-0.798671	1.55299	-4.68392	4.93466
4.2	0.70428	-0.709922	2.53788	-4.2649	4.96289
4.3	0.750278	-0.661122	3.38522	-3.67062	4.99331
4.4	0.74622	-0.6657	4.03303	-2.94536	4.99405
4.5	0.691427	-0.722447	4.43054	-2.14337	4.92176
4.6	0.578763	-0.815496	4.54627	-1.32433	4.73523
4.7	0.40293	-0.915231	4.38602	-0.54785	4.42011
4.8	0.172296	-0.985045	4.01085	0.13991	4.01329
4.9	-0.0849648	-0.996384	3.52832	0.719466	3.60093
5	-0.328836	-0.944387	3.05307	1.19166	3.27739
5.1	-0.525426	-0.85084	2.66911	1.55643	3.08976
5.2	-0.65964	-0.751582	2.4199	1.80115	3.01663
5.3	-0.733364	-0.679836	2.31928	1.905	3.00135
5.4	-0.754352	-0.65647	2.36513	1.84729	3.00106
5.5	-0.725995	-0.6877	2.5469	1.6119	3.01412
5.6	-0.643849	-0.765153	2.84616	1.18928	3.08465
5.7	-0.500268	-0.865871	3.23006	0.57796	3.28136
5.8	-0.295274	-0.955412	3.63538	-0.213831	3.64166
5.9	-0.0469653	-0.998897	3.94979	-1.15993	4.11659
6	0.208771	-0.977965	4.01968	-2.19326	4.57911
6.1	0.43263	-0.901572	3.71454	-3.18828	4.8952
6.2	0.59923	-0.800577	3.00991	-3.99254	4.99999
6.3	0.702862	-0.711326	2.0024	-4.49434	4.92023
6.4	0.74983	-0.66163	0.850299	-4.66037	4.7373
6.5	0.746677	-0.665187	-0.292119	-4.52795	4.53736
6.6	0.692874	-0.721059	-1.31354	-4.18145	4.38291
6.7	0.581353	-0.813651	-2.1625	-3.72419	4.30651
6.8	0.406679	-0.913571	-2.84229	-3.24686	4.31517
6.9	0.17688	-0.984232	-3.3846	-2.80518	4.39597
7	-0.0802146	-0.996778	-3.8187	-2.41936	4.52059
7.1	-0.324661	-0.945831	-4.15728	-2.09082	4.65344
7.2	-0.522305	-0.852759	-4.40376	-1.81934	4.76478
7.3	-0.65768	-0.753297	-4.56494	-1.60965	4.84042
7.4	-0.732444	-0.680827	-4.65399	-1.46914	4.88037
7.5	-0.754347	-0.656476	-4.68391	-1.40383	4.88976
7.6	-0.726913	-0.686729	-4.65989	-1.4159	4.87025
7.7	-0.645828	-0.763483	-4.57681	-1.50336	4.81739
7.8	-0.503423	-0.86404	-4.4232	-1.66113	4.72483
7.9	-0.299473	-0.954105	-4.18984	-1.88417	4.594
8	-0.0516985	-0.998663	-3.87577	-2.17189	4.44283
8.1	0.204248	-0.978919	-3.48259	-2.53044	4.30483
8.2	0.428958	-0.903324	-2.99835	-2.96574	4.21731
8.3	0.5967	-0.802464	-2.38842	-3.46499	4.20841
8.4	0.701441	-0.712728	-1.60955	-3.97759	4.29091
8.5	0.749371	-0.662151	-0.64273	-4.41209	4.45866
8.6	0.747111	-0.664699	0.476219	-4.65552	4.67981
8.7	0.694283	-0.719702	1.64576	-4.60489	4.89015
8.8	0.583889	-0.811833	2.71061	-4.19962	4.99842
8.9	0.410362	-0.911923	3.49912	-3.45349	4.91635
9	0.181397	-0.98341	3.894	-2.47222	4.6125
9.1	-0.0755184	-0.997144	3.90222	-1.41857	4.15207
9.2	-0.32052	-0.947242	3.64669	-0.43613	3.67268
9.3	-0.5192	-0.854653	3.28125	0.392991	3.3047
9.4	-0.655723	-0.755001	2.92155	1.03473	3.09937
9.5	-0.731517	-0.681823	2.63481	1.47869	3.02138
9.6	-0.754325	-0.656501	2.45775	1.72732	3.00402
9.7	-0.727802	-0.685787	2.41204	1.79239	3.0051
9.8	-0.647762	-0.761843	2.51062	1.69267	3.02793
9.9	-0.506518	-0.86223	2.75659	1.45123	3.11527
10	-0.303603	-0.952799	3.13522	1.09037	3.31941
10.1	-0.05637	-0.99841	3.60023	0.623086	3.65375
10.2	0.19977	-0.979843	4.06497	0.0498474	4.06527
10.3	0.425312	-0.905047	4.41575	-0.628683	4.46028
10.4	0.59418	-0.804332	4.55083	-1.39161	4.75885
10.5	0.700018	-0.714125	4.4163	-2.19374	4.93114
10.6	0.7489	-0.662683	4.01026	-2.97861	4.99543
10.7	0.747523	-0.664236	3.36391	-3.68988	4.99311
10.8	0.695656	-0.718375	2.52516	-4.27547	4.96549
10.9	0.586373	-0.810041	1.55209	-4.69171	4.94178
11	0.413981	-0.910286	0.509134	-4.90915	4.93548
11.1	0.185849	-0.982578	-0.538366	-4.91647	4.94586
11.2	-0.0708766	-0.997485	-1.52999	-4.72186	4.96355
11.3	-0.316414	-0.948621	-2.41618	-4.35317	4.97876
11.4	-0.516112	-0.856521	-3.16398	-3.85465	4.98689
11.5	-0.65377	-0.756694	-3.75891	-3.27822	4.9876
11.6	-0.730584	-0.682823	-4.20045	-2.6728	4.97872
11.7	-0.754287	-0.656545	-4.49349	-2.07724	4.95039
11.8	-0.728662	-0.684873	-4.64074	-1.51893	4.88299
11.9	-0.649651	-0.760232	-4.64144	-1.01644	4.75143
12	-0.509553	-0.860439	-4.49993	-0.583151	4.53756
12.1	-0.307667	-0.951494	-4.24173	-0.228198	4.24786
12.2	-0.0609798	-0.998139	-3.92286	0.0439299	3.9231
12.3	0.195337	-0.980736	-3.61756	0.228316	3.62476
12.4	0.421692	-0.906739	-3.3892	0.308633	3.40322
12.5	0.591669	-0.806181	-3.26586	0.251855	3.27556
12.6	0.698594	-0.715518	-3.23394	0.0160438	3.23398
12.7	0.748418	-0.663227	-3.24503	-0.434326	3.27396
12.8	0.747913	-0.663797	-3.22683	-1.11258	3.41325
12.9	0.696992	-0.717079	-3.09347	-1.99473	3.68083
13	0.588804	-0.808276	-2.75538	-3.00291	4.07549
13.1	0.417535	-0.908661	-2.136	-3.98754	4.5236
13.2	0.190235	-0.981739	-1.21361	-4.7273	4.8806
13.3	-0.0662897	-0.9978	-0.0822303	-4.99777	4.99845
13.4	-0.312345	-0.949969	1.05257	-4.70989	4.82607
13.5	-0.513043	-0.858363	1.99098	-3.97764	4.4481
13.6	-0.65182	-0.758373	2.64347	-3.02576	4.01786
13.7	-0.729645	-0.683826	3.02524	-2.06253	3.66144
13.8	-0.754233	-0.656607	3.20482	-1.22749	3.43185
13.9	-0.729494	-0.683987	3.26947	-0.593135	3.32284
14	-0.651497	-0.758651	3.30632	-0.179236	3.31117
14.1	-0.512529	-0.85867	3.3871	0.0317892	3.38725
14.2	-0.311664	-0.950192	3.55389	0.0781504	3.55475
14.3	-0.0655278	-0.997851	3.80787	0.000534505	3.80787
14.4	0.190951	-0.981599	4.10833	-0.172803	4.11196
14.5	0.4181	-0.908401	4.38935	-0.429649	4.41032
14.6	0.58917	-0.808009	4.58895	-0.765917	4.65243
14.7	0.697169	-0.716907	4.67061	-1.17706	4.81665
14.8	0.747926	-0.663782	4.62304	-1.65548	4.91051
14.9	0.748281	-0.663382	4.44554	-2.1899	4.95565
15	0.698293	-0.715812	4.13503	-2.76248	4.9729
15.1	0.591184	-0.806537	3.68255	-3.34493	4.97491
15.2	0.421026	-0.907049	3.07811	-3.89701	4.96603
15.3	0.194555	-0.980892	2.3197	-4.36966	4.94722
15.4	-0.061758	-0.998091	1.42132	-4.71299	4.92264
15.5	-0.308313	-0.951285	0.415786	-4.8852	4.90286
15.6	-0.509992	-0.860179	-0.647348	-4.85782	4.90076
15.7	-0.649876	-0.76004	-1.70511	-4.61834	4.92306
15.8	-0.728701	-0.684832	-2.68554	-4.1735	4.96288
15.9	-0.754164	-0.656686	-3.5149	-3.55122	4.99657
16	-0.730298	-0.683128	-4.12586	-2.79741	4.9848
16.1	-0.653299	-0.7571	-4.46493	-1.97015	4.88027
16.2	-0.515447	-0.856921	-4.50578	-1.13481	4.64649
16.3	-0.315596	-0.948894	-4.27121	-0.354683	4.28591
16.4	-0.070014	-0.997546	-3.84443	0.326749	3.85829
16.5	0.186612	-0.982434	-3.34509	0.895623	3.46291
16.6	0.414535	-0.910033	-2.88317	1.35384	3.18521
16.7	0.586682	-0.809817	-2.52958	1.69795	3.04661
16.8	0.695744	-0.71829	-2.31669	1.91329	3.00462
16.9	0.747425	-0.664346	-2.25297	1.98095	3.00001
17	0.74863	-0.662989	-2.33518	1.88458	3.00079
17.1	0.69956	-0.714574	-2.55342	1.61311	3.02028
17.2	0.593513	-0.804825	-2.88955	1.16197	3.11443
17.3	0.424453	-0.90545	-3.3078	0.533403	3.35053
17.4	0.198809	-0.980038	-3.73642	-0.263123	3.74567
17.5	-0.0572817	-0.998358	-4.05213	-1.20134	4.22646
17.6	-0.304319	-0.95257	-4.10032	-2.21368	4.65972
17.7	-0.506961	-0.861969	-3.76723	-3.17943	4.92959
17.8	-0.647938	-0.761693	-3.04862	-3.96118	4.9985
17.9	-0.727752	-0.68584	-2.04545	-4.46257	4.90901
18	-0.754081	-0.656782	-0.905847	-4.6539	4.74124
18.1	-0.731076	-0.682296	0.228277	-4.56555	4.57125
